consent,school year,GPA,gender,race,citizen,English,Greek,major_class,double_major,num_class,num_credithrs,hrs_academics,hrs_extracurr,grad_degree,exam_prep,exam_sleep,alcohol,ill_drugs,pres_drugs,demanding,pressure,anxiety,scholarship_recipient,conduct,traum_event,knowledge_A,knowledge_B,knowledge_C,knowledge_D,knowledge_E,knowledge_F,knowledge_G,Exams_A,Exams_B,Exams_C,Exams_D,Exams_E,Exams_F,Exams_G,Exams_H,Exams_I,Writing_A,Writing_B,Writing_C,Writing_D,Writing_E,Writing_F,Writing_G,Collaboration_A,Collaboration_B,Collaboration_C,Collaboration_D,Other_A,Other_B,Other_C,Other_D,Other_E,Other_F,Other_G,Other_H,Other_I,Other_J,Other_K,Other_L,Other_M,Other_N,Other_O,why_A,why_B,why_C,why_D,why_E,why_F,why_G,why_H,why_I,why_J,why_K,why_never_A,why_never_B,why_never_C,why_never_D,why_never_E,why_never_F,aware_A,aware_B,aware_C,aware_D,aware_E,aware_F,aware_G,aware_H,aware_I,aware_J,aware_K,aware_L,aware_M,aware_N,aware_O,understanding,witness_A,witness_B,witness_C,witness_D,witness_E,witness_F,witness_G,witness_H,anticipate_exam,anticipate_writing,anticipate_collaboration,anticipate_other,hs,hs_exam,hs_writing,hs_collaboration,hs_other,hs_action,age_misconduct,aware_sanction,HC_comm
yes,Junior,3.3,Female,Black/African American,Yes,No,No,Natural Sciences,No,4,14,15,30,pre-med,2-3day,2,1,No,Never,7,10,9,no,No,No,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,0 times,0 times,I don't know,99,Yes,Somewhat
yes,Sophomore,3.5,Female,White/Caucasian,Yes,Yes,Yes,Natural Sciences,No,3,16,20,10,pre-med,>1week,8,9,"Yes, occasionally",Rarely,6,8,8,no,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,>4 times,0 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,Freshman,3.22,Female,White/Caucasian,Yes,Yes,No,Social Sciences,Yes,5,19,18,3,other,2-3day,8,7,"Yes, occasionally",Never,6,8,7,no,No,Yes,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,>4 times,>4 times,>4 times,0 times,0 times,1 time,2-4 times,>4 times,2-4 times,2-4 times,0 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,No,No,No,"Yes, silent",No,"Yes, silent",No,No,No,Maybe,Maybe,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Somewhat
yes,Freshman,6.693,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,No,5,17,20,5,pre-med,2-3day,9,10,"Yes, occasionally",Never,5,7,6,no,No,No,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6,"Yes, silent","Yes, silent",No,No,"Yes, silent","Yes, silent","Yes, silent",No,No,No,Maybe,No,Public,2-4 times,1 time,1 time,1 time,Somewhat,14,Yes,Somewhat
yes,Freshman,3.68,Female,Black/African American,Yes,Yes,No,Natural Sciences,No,5,16,53,10,pre-med,2-3day,6,0,No,Never,6,7,8,yes,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7,No,No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,0 times,2-4 times,0 times,Yes,9,Yes,Yes
yes,Junior,3.8,Female,White/Caucasian,Yes,Yes,Yes,Natural Sciences,Yes,5,17,15,10,pre-med,>1week,7,2,No,Never,5,9,8,no,No,No,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,No,No,No,No,"Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Sophomore,3.3,Female,Other,Yes,Yes,No,Social Sciences,Yes,5,18,15,5,pre-med,>1week,6,0,No,Never,5,8,5,yes,No,Yes,checked,checked,checked,unchecked,unchecked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent",No,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,1 time,0 times,Yes,16,Yes,Yes
yes,Freshman,3.4,Female,Asian,Yes,Yes,No,Natural Sciences,No,4,13,20,15,pre-med,>1week,7,3,No,Never,5,5,5,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent","Yes, silent",No,No,"Yes, silent",No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Senior,3,Male,Asian,No,No,No,Natural Sciences,Yes,3,9,9,1,none,<12hrs,8,2,"Yes, regularly",Never,2,3,5,no,Yes,No,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,1 time,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,2-4 times,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,6,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, report","Yes, report",No,No,No,Maybe,Maybe,Private,1 time,2-4 times,1 time,1 time,Somewhat,4,No,Somewhat
yes,Sophomore,2.9,Female,White/Caucasian,Yes,No,No,Social Sciences,No,4,14,7,4,other,>1week,7,5,No,Never,8,10,9,no,No,Yes,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,1 time,>4 times,>4 times,0 times,0 times,>4 times,>4 times,>4 times,>4 times,0 times,0 times,2-4 times,2-4 times,2-4 times,2-4 times,>4 times,0 times,2-4 times,0 times,>4 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,Maybe,Maybe,Maybe,Maybe,Private,1 time,2-4 times,2-4 times,2-4 times,Somewhat,9,Yes,Yes
yes,Sophomore,3.8,Female,White/Caucasian,Yes,Yes,No,Social Sciences,No,4,14,12,12,other,2-3day,6,0,No,Never,5,8,8,no,No,Yes,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,>4 times,>4 times,0 times,0 times,0 times,2-4 times,2-4 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,No,No,"Yes, silent","Yes, silent",No,No,No,Maybe,No,Private,0 times,0 times,>4 times,0 times,Somewhat,10,No,Somewhat
yes,Freshman,2.8,Male,White/Caucasian,Yes,Yes,No,Natural Sciences,No,5,19,10,3,pre-med,>1week,5,0,No,Never,5,7,3,no,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,"Yes, silent",No,"Yes, silent",No,No,No,Yes,No,No,No,Public,>4 times,0 times,0 times,0 times,Somewhat,15,Yes,Yes
yes,Freshman,3.7,Female,White/Caucasian,Yes,Yes,No,Humanities,Yes,5,17,15,8,other,>1week,8,2,"Yes, occasionally",Never,8,10,7,no,No,No,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,>4 times,>4 times,2-4 times,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,1 time,1 time,1 time,1 time,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,"Yes, silent",No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,>4 times,0 times,0 times,Somewhat,16,No,Somewhat
yes,Senior,3.4,Female,Asian,No,No,No,Natural Sciences,No,6,22,50,10,other,>1week,3,0,No,Rarely,3,7,5,no,No,Yes,checked,unchecked,checked,checked,checked,unchecked,unchecked,0 times,1 time,0 times,0 times,0 times,1 time,1 time,0 times,0 times,1 time,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,6,"Yes, silent",No,No,"Yes, silent",No,"Yes, silent",No,No,No,Maybe,Maybe,Maybe,Private,0 times,0 times,0 times,0 times,Somewhat,14,Yes,Yes
yes,Freshman,3.86,Female,Asian,Yes,No,No,Social Sciences,Yes,5,17,15,5,other,2-3day,7,0,No,Never,7,5,5,no,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Junior,3.58,Male,Asian,Yes,Yes,No,Natural Sciences,No,4,12,12,10,pre-med,2-3day,5,6,No,Never,7,8,7,no,No,No,unchecked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,7,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Sophomore,3.39,Female,Other,Yes,Yes,No,Social Sciences,No,5,18,15,5,other,>1week,6,0,No,Never,2,2,3,no,Yes,Yes,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,"Yes, silent",No,No,No,No,No,No,Public,1 time,1 time,1 time,1 time,Somewhat,14,Yes,Somewhat
yes,Freshman,3,Female,Other,Yes,Yes,No,Social Sciences,Yes,4,17,10,8,other,>1week,6,0,"Yes, occasionally",Never,5,7,10,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,2-4 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,1 time,1 time,1 time,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,"Yes, silent",No,No,No,No,No,No,Maybe,No,Public,2-4 times,0 times,1 time,0 times,Somewhat,16,Yes,Yes
yes,Senior,3.88,Female,Asian,Yes,Yes,No,Natural Sciences,No,4,16,15,2,other,2-3day,6,0,No,Never,10,7,6,yes,No,No,unchecked,unchecked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,No,"Yes, silent",No,No,No,No,No,No,No,No,No,No,Public,1 time,1 time,1 time,0 times,I don't know,17,No,Somewhat
yes,Freshman,3.8,Female,White/Caucasian,Yes,No,Yes,Natural Sciences,No,4,14,15,10,pre-med,>1week,5,0,No,Never,5,9,9,yes,No,No,unchecked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,No,99,Yes,Yes
yes,Freshman,4,Female,Other,Yes,No,No,Social Sciences,No,5,15,20,5,pre-med,2-3day,7,0,"Yes, occasionally",Rarely,8,8,8,no,No,No,unchecked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,11,Yes,Yes
yes,Freshman,3.63,Female,Other,Yes,Yes,No,Social Sciences,No,5,15,14,5,other,>1week,7,0,No,Never,7,7,5,no,No,No,unchecked,checked,checked,unchecked,unchecked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,5,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Freshman,3.44,Female,Asian,Yes,No,No,Natural Sciences,No,7,16,20,7,pre-med,2-3day,8,2,No,Never,8,8,5,yes,Yes,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,unchecked,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9,No,No,No,No,No,No,No,No,No,No,No,Maybe,Private,0 times,0 times,0 times,0 times,Yes,7,Yes,Yes
yes,Freshman,3.3,Female,Black/African American,Yes,Yes,No,Social Sciences,Yes,5,16,15,15,pre-law,2-3day,6,2,"Yes, occasionally",Never,7,5,8,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,1 time,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,>4 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,Maybe,No,Public,2-4 times,2-4 times,>4 times,0 times,Yes,12,Yes,Yes
yes,Freshman,3.646,Female,Black/African American,Yes,No,No,Social Sciences,No,4,16,8,4,pre-law,2-3day,7,0,No,Never,5,7,6,yes,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,1 time,1 time,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6,No,No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,>4 times,>4 times,>4 times,No,0,No,Somewhat
yes,Freshman,3.188,Male,Other,Yes,Yes,No,Natural Sciences,Yes,5,18,12,9,pre-med,2-3day,8,0,No,Never,9,8,5,no,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,1 time,1 time,0 times,0 times,Yes,16,Yes,Somewhat
yes,Freshman,3.2,Female,Black/African American,Yes,Yes,No,Humanities,Yes,4,17,10,2,other,>1week,8,0,No,Never,10,9,9,no,No,No,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Sophomore,3.4,Female,Other,No,No,No,Natural Sciences,Yes,5,20,12,5,pre-med,2-3day,8,8,No,Never,7,8,5,no,Yes,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,2-4 times,2-4 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,"Yes, silent","Yes, silent",No,No,No,No,No,No,No,Private,1 time,0 times,0 times,0 times,Yes,99,Yes,Somewhat
